County,Inspection Date,Owner Name,Trade Name,Street,City,State Code,Zip Code,Deficiency Number,Deficiency Description,Location 1
Bronx,03/08/2017,AGBANDJALA RABIETOU,AGBANDJALA RABIETOU,1158 SOUTHERN BLVD,BRONX,NY,10459,10B,Establishment has insufficient space to accommodate operations,"1158 SOUTHERN BLVD
BRONX, NY 10459
(40.827645, -73.891992)"
Kings,05/02/2017,KING STAR CONVENIENCE INC,KING STAR CONVENIENCE,15 HANSON PLACE,BROOKLYN,NY,11217,10A,Exterior of unsuitable construction or not in good physical repair,"15 HANSON PLACE
BROOKLYN, NY 11217
(40.685217, -73.976862)"
Queens,05/25/2017,GEORGES DELI INC,GEORGES DELI,36-19 28TH AVE,ASTORIA,NY,11103,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","36 19 28TH AVE
ASTORIA, NY 11103
(40.773172, -73.931972)"
New York,06/01/2017,LAI LAI MINI MART & DISCOUNT INC,LAI LAI MINI MART & DIS,4520 BROADWAY,NEW YORK,NY,10040,03D,Employee handwashing facilities inadequate for establishments handling exposed foods,"4520 BROADWAY
NEW YORK, NY 10040
(40.858478, -73.931714)"
New York,04/12/2017,EL PRINCIPE GROCERY CORP,EL PRINCIPE GROCERY,1282 ST NICHOLAS AVE,NEW YORK,NY,10033,15E,Unused equipment or materials improperly stored or in an unclean condition,"1282 ST NICHOLAS AVE
NEW YORK, NY 10033
(40.845038, -73.936861)"
New York,03/16/2017,ABDUR SAMI DELI GRO&HALAL MT INC,ABDUR SAMI DELI GRO&HAL,2262 2ND AVE,NEW YORK,NY,10035,15F,Storage cabinets or shelves are not clean or in good repair,"2262 2ND AVE
NEW YORK, NY 10035
(40.797219, -73.937618)"
Nassau,06/29/2017,BOLLA OPERATING LI CORP,BOLLA OPERATING LI,535 HEMPSTEAD TPKE,ELMONT,NY,11003,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","535 HEMPSTEAD TPKE
ELMONT, NY 11003
(40.708115, -73.707626)"
Suffolk,02/24/2017,KEVS DELI INC,KEVS DELI,500 MEDFORD AVE #6,PATCHOGUE,NY,11772,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","500 MEDFORD AVE
PATCHOGUE, NY 11772
(40.785761, -73.008909)"
Kings,06/21/2017,FAMILY DOLLAR STORES,FAMILY DOLLAR STORE #11,294-304 MACDOUGAL ST,BROOKLYN,NY,11233,16D,Morgue area or bottle return area improperly maintained,"294 304 MACDOUGAL ST
BROOKLYN, NY 11233
(40.680551, -73.908708)"
Rensselaer,06/21/2017,MYANMAR ASIAN INC,CAPITAL VIEW DELI,1100 BROADWAY,RENSSELAER,NY,12144,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","1100 BROADWAY
RENSSELAER, NY 12144
(42.649769, -73.737903)"
Bronx,06/29/2017,HESSEN DELI & GROCERY CORP.,HESSEN DELI & GROCERY,615 COURTLANDT AVENUE,BRONX,NY,10451,09A,Handwashing facilities improperly installed or maintained,"615 COURTLANDT AVENUE
BRONX, NY 10451
(40.818037, -73.918859)"
Chautauqua,05/04/2017,DRB FARM TO MARKET FOODS INC,FARM FRESH FOODS,703 WEST THIRD ST,JAMESTOWN,NY,14701,16A,"Chemicals or pesticides improperly labeled, stored or handled","703 WEST THIRD ST
JAMESTOWN, NY 14701
(42.094131, -79.254795)"
Bronx,06/29/2017,HESSEN DELI & GROCERY CORP.,HESSEN DELI & GROCERY,615 COURTLANDT AVENUE,BRONX,NY,10451,15D,Thermometers not provided where required,"615 COURTLANDT AVENUE
BRONX, NY 10451
(40.818037, -73.918859)"
Fulton,05/22/2017,JAN TRADING INC,JAN SMOKES & DELI,142 W FULTONST,GLOVERSVILLE,NY,12078,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","142 W FULTONST
GLOVERSVILLE, NY 12078
(43.050957, -74.351873)"
Kings,05/05/2017,YOU JIA GROCERY INC,YOU JIA GROCERY,6209 20TH AVE,BROOKLYN,NY,11204,15D,Thermometers not provided where required,"6209 20TH AVE
BROOKLYN, NY 11204
(40.618095, -73.984216)"
New York,05/25/2017,LOS ALAMOS MEAT & PRODUCE INC,LOS ALAMOS MEAT & PRODU,235 E 106TH ST,NEW YORK,NY,10029,03D,Employee handwashing facilities inadequate for establishments handling exposed foods,"235 E 106TH ST
NEW YORK, NY 10029
(40.791082, -73.943528)"
Bronx,06/16/2017,LEUDY DELI GROCERY CORP,LEUDY DELI GROCERY,1310 JEROME AVE,BRONX,NY,10452,09A,Handwashing facilities improperly installed or maintained,"1310 JEROME AVE
BRONX, NY 10452
(40.83826, -73.919142)"
New York,03/16/2017,ABDUR SAMI DELI GRO&HALAL MT INC,ABDUR SAMI DELI GRO&HAL,2262 2ND AVE,NEW YORK,NY,10035,09A,Handwashing facilities improperly installed or maintained,"2262 2ND AVE
NEW YORK, NY 10035
(40.797219, -73.937618)"
Richmond,06/13/2017,FAMILY FRUIT 2 INC,FAMILY FRUIT,2200 ARTHUR KILL RD,STATEN ISLAND,NY,10309,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","2200 ARTHUR KILL RD
STATEN ISLAND, NY 10309
(40.557287, -74.209185)"
Rockland,05/10/2017,JC DELI INC,JC DELI,72 MAIN ST,HAVERSTRAW,NY,10927,09C,"Toilet facilities improperly installed, equipped or maintained","72 MAIN ST
HAVERSTRAW, NY 10927
(41.196471, -73.961598)"
New York,05/26/2017,84TH STR CORNER DELI CORP,84TH STR CORNER DELI,1624 2ND AVE.,NEW YORK,NY,10028,15C,"Food equipment improperly designed, constructed or maintained","1624 2ND AVE
NEW YORK, NY 10028
(40.776724, -73.952565)"
Kings,03/17/2017,A&M GOURMET MINI MARKET CORP,A&M GOURMET MINI MARKET,316 MCGUINNESS BLVD,BROOKLYN,NY,11222,03C,Food handlers do not wash hands thoroughly after contaminating them,"316 MCGUINNESS BLVD
BROOKLYN, NY 11222
(40.733136, -73.952026)"
Bronx,05/01/2017,REYNA SUPER FOODS CORP,REYNA SUPER FOODS,13 E TREMONT AVE,BRONX,NY,10453,10B,Establishment has insufficient space to accommodate operations,"13 E TREMONT AVE
BRONX, NY 10453
(40.851687, -73.909008)"
New York,06/12/2017,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,1551 3RD AVE #,NEW YORK,NY,10128,15F,Storage cabinets or shelves are not clean or in good repair,"1551 3RD AVE
NEW YORK, NY 10128
(40.779492, -73.953485)"
Oneida,07/03/2017,CST NEW YORK LLC,NICE N EASY GROCERY SHO,601 MAIN ST,BOONVILLE,NY,13309,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","601 MAIN ST
BOONVILLE, NY 13309
(43.480186, -75.326009)"
Kings,07/06/2017,CARLITOS DELI GROCERY CORP,CARLITOS DELI GROCERY,540 HEGEMAN AVE,BROOKLYN,NY,11207,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","540 HEGEMAN AVE
BROOKLYN, NY 11207
(40.660061, -73.89136)"
Bronx,05/31/2017,NEW BRONX HALAL MEAT MARKET INC,NEW BRONX HALAL MEAT MA,3387 THIRD AVE,BRONX,NY,10456,15F,Storage cabinets or shelves are not clean or in good repair,"3387 THIRD AVE
BRONX, NY 10456
(40.827948, -73.907175)"
New York,06/28/2017,GARDEN GOURMET CORP,GARDEN GOURMET,2019 1ST AVE,NEW YORK,NY,10029,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","2019 1ST AVE
NEW YORK, NY 10029
(40.788395, -73.940965)"
Richmond,06/05/2017,STATEN ISLAND BAGEL CAFE INC,STATEN ISLAND BAGEL CAF,3579 VICTORY BLVD ,STATEN ISLAND,NY,10314,13D,Article 28 posting requirements are not met,"3579 VICTORY BLVD
STATEN ISLAND, NY 10314
(40.60094, -74.176677)"
Chautauqua,05/04/2017,DRB FARM TO MARKET FOODS INC,FARM FRESH FOODS,703 WEST THIRD ST,JAMESTOWN,NY,14701,15G,"Packaging materials unclean, improperly stored or handled in an insanitary manner","703 WEST THIRD ST
JAMESTOWN, NY 14701
(42.094131, -79.254795)"
Kings,07/06/2017,REMSEN MEAT & PRODUCE CORP,FOOD UNIVERSE,405 REMSEN AVE,BROOKLYN,NY,11212,15F,Storage cabinets or shelves are not clean or in good repair,"405 REMSEN AVE
BROOKLYN, NY 11212
(40.6558, -73.923316)"
Bronx,06/01/2017,A & A GROCERY & DELI INC,A & A GROCERY & DELI,598 MORRIS AVE #,BRONX,NY,10451,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","598 MORRIS AVE
BRONX, NY 10451
(40.818582, -73.922225)"
Kings,05/23/2017,519 GOURMET DELI & GRILL INC NO 5,519 GOURMET DELI & GRIL,519 UTICA AVE,BROOKLYN,NY,11203,09A,Handwashing facilities improperly installed or maintained,"519 UTICA AVE
BROOKLYN, NY 11203
(40.660807, -73.931356)"
Nassau,06/06/2017,GUY LOMBARDO FOOD CENTER NY INC,GUY LOMBARDO FOOD CENTE,305 GUY LOMBARDO AVE,FREEPORT,NY,11520,09G,Sanitizing test devices not in use where required,"305 GUY LOMBARDO AVE
FREEPORT, NY 11520
(40.646424, -73.583197)"
Nassau,06/01/2017,7 ELEVEN INC,7 ELEVEN STORE #39267H,4222 SUNRISE HWY ,MASSAPEQUA,NY,11758,15C,"Food equipment improperly designed, constructed or maintained","4222 SUNRISE HWY
MASSAPEQUA, NY 11758
(40.675888, -73.47473)"
Bronx,05/01/2017,REYNA SUPER FOODS CORP,REYNA SUPER FOODS,13 E TREMONT AVE,BRONX,NY,10453,15F,Storage cabinets or shelves are not clean or in good repair,"13 E TREMONT AVE
BRONX, NY 10453
(40.851687, -73.909008)"
Westchester,01/30/2017,SCARSDALE CHOCOLATIER INC,SCARSDALE CHOCOLATIER,450 CENTRAL PARK AVE,SCARSDALE,NY,10583,10B,Establishment has insufficient space to accommodate operations,"450 CENTRAL PARK AVE
SCARSDALE, NY 10583
(41.006482, -73.810898)"
New York,04/12/2017,EL PRINCIPE GROCERY CORP,EL PRINCIPE GROCERY,1282 ST NICHOLAS AVE,NEW YORK,NY,10033,15F,Storage cabinets or shelves are not clean or in good repair,"1282 ST NICHOLAS AVE
NEW YORK, NY 10033
(40.845038, -73.936861)"
Rensselaer,06/21/2017,MYANMAR ASIAN INC,CAPITAL VIEW DELI,1100 BROADWAY,RENSSELAER,NY,12144,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","1100 BROADWAY
RENSSELAER, NY 12144
(42.649769, -73.737903)"
New York,05/26/2017,84TH STR CORNER DELI CORP,84TH STR CORNER DELI,1624 2ND AVE.,NEW YORK,NY,10028,15F,Storage cabinets or shelves are not clean or in good repair,"1624 2ND AVE
NEW YORK, NY 10028
(40.776724, -73.952565)"
Kings,06/21/2017,HAVEMEYER DELI STOP ONE INC,HAVEMEYER DELI STOP ONE,45 HAVEMEYER ST,BROOKLYN,NY,11211,12D,Street clothing or soiled lined stored unsegregated from exposed food or food-contact surfaces,"45 HAVEMEYER ST
BROOKLYN, NY 11211
(40.715342, -73.953943)"
Suffolk,06/21/2017,FARMERS MARKET OF FORT SALONGA IN,JASONS MARKET,1019 FORT SALONGA ROAD,FORT SALONGA,NY,11768,12B,"Food or ingredient storage containers are not clean, covered or properly identified","1019 FORT SALONGA ROAD
FORT SALONGA, NY 11768
(40.906524, -73.316119)"
Suffolk,06/21/2017,FARMERS MARKET OF FORT SALONGA IN,JASONS MARKET,1019 FORT SALONGA ROAD,FORT SALONGA,NY,11768,14B,"Insect, birds or other vermin observed within the establishment (not likely to result in product contamination)","1019 FORT SALONGA ROAD
FORT SALONGA, NY 11768
(40.906524, -73.316119)"
New York,06/22/2017,302 CHELSEA FOODS INC,7-ELEVEN STORE #35630A,302 8TH AVE #,NEW YORK,NY,10001,04H,Equipment cleaning or sanitizing facilities inadequate for establishments handling potentially hazardous foods,"302 8TH AVE
NEW YORK, NY 10001
(40.746777, -73.997393)"
New York,03/10/2017,MERCEDES HOUSE MARKET CORP,AL VORA,550 W 54TH ST,NEW YORK,NY,10019,09A,Handwashing facilities improperly installed or maintained,"550 W 54TH ST
NEW YORK, NY 10019
(40.768413, -73.992881)"
Bronx,05/01/2017,REYNA SUPER FOODS CORP,REYNA SUPER FOODS,13 E TREMONT AVE,BRONX,NY,10453,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","13 E TREMONT AVE
BRONX, NY 10453
(40.851687, -73.909008)"
Kings,04/21/2017,DYLAN GROCERY STORE INC,DYLAN GROCERY STORE,1222 ROGERS AVE,BROOKLYN,NY,11226,09A,Handwashing facilities improperly installed or maintained,"1222 ROGERS AVE
BROOKLYN, NY 11226
(40.640059, -73.95133)"
Bronx,06/28/2017,SP BRONX INC,SP BRONX,104 E BURNSIDE AVE,BRONX,NY,10453,09D,"Plumbing or sinks not properly sized, installed or maintained: equipment or floors not properly drained","104 E BURNSIDE AVE
BRONX, NY 10453
(40.853114, -73.905506)"
Kings,06/20/2017,BUFFALO DISCOUNT CORP,CHAN DELI & GRILL,161 BUFFALO AVE,BROOKLYN,NY,11213,15B,"Non-contact food equipment, utensils or conveyances are not clean or in good repair","161 BUFFALO AVE
BROOKLYN, NY 11213
(40.673915, -73.925083)"
Delaware,03/27/2017,MODERN PETROLEUM INC,FOOD COURT,499 W MAIN ST,HANCOCK,NY,13783,09G,Sanitizing test devices not in use where required,"499 W MAIN ST
HANCOCK, NY 13783
(41.956062, -75.291585)"
Bronx,05/01/2017,REYNA SUPER FOODS CORP,REYNA SUPER FOODS,13 E TREMONT AVE,BRONX,NY,10453,12D,Street clothing or soiled lined stored unsegregated from exposed food or food-contact surfaces,"13 E TREMONT AVE
BRONX, NY 10453
(40.851687, -73.909008)"
Rensselaer,06/21/2017,MYANMAR ASIAN INC,CAPITAL VIEW DELI,1100 BROADWAY,RENSSELAER,NY,12144,12B,"Food or ingredient storage containers are not clean, covered or properly identified","1100 BROADWAY
RENSSELAER, NY 12144
(42.649769, -73.737903)"
Bronx,06/29/2017,HESSEN DELI & GROCERY CORP.,HESSEN DELI & GROCERY,615 COURTLANDT AVENUE,BRONX,NY,10451,10A,Exterior of unsuitable construction or not in good physical repair,"615 COURTLANDT AVENUE
BRONX, NY 10451
(40.818037, -73.918859)"
New York,03/16/2017,ABDUR SAMI DELI GRO&HALAL MT INC,ABDUR SAMI DELI GRO&HAL,2262 2ND AVE,NEW YORK,NY,10035,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","2262 2ND AVE
NEW YORK, NY 10035
(40.797219, -73.937618)"
Bronx,06/29/2017,HESSEN DELI & GROCERY CORP.,HESSEN DELI & GROCERY,615 COURTLANDT AVENUE,BRONX,NY,10451,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","615 COURTLANDT AVENUE
BRONX, NY 10451
(40.818037, -73.918859)"
Bronx,06/01/2017,A & A GROCERY & DELI INC,A & A GROCERY & DELI,598 MORRIS AVE #,BRONX,NY,10451,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","598 MORRIS AVE
BRONX, NY 10451
(40.818582, -73.922225)"
Kings,03/17/2017,A&M GOURMET MINI MARKET CORP,A&M GOURMET MINI MARKET,316 MCGUINNESS BLVD,BROOKLYN,NY,11222,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","316 MCGUINNESS BLVD
BROOKLYN, NY 11222
(40.733136, -73.952026)"
New York,06/22/2017,302 CHELSEA FOODS INC,7-ELEVEN STORE #35630A,302 8TH AVE #,NEW YORK,NY,10001,13D,Article 28 posting requirements are not met,"302 8TH AVE
NEW YORK, NY 10001
(40.746777, -73.997393)"
Kings,07/06/2017,REMSEN MEAT & PRODUCE CORP,FOOD UNIVERSE,405 REMSEN AVE,BROOKLYN,NY,11212,15C,"Food equipment improperly designed, constructed or maintained","405 REMSEN AVE
BROOKLYN, NY 11212
(40.6558, -73.923316)"
Richmond,06/13/2017,FAMILY FRUIT 2 INC,FAMILY FRUIT,2200 ARTHUR KILL RD,STATEN ISLAND,NY,10309,10B,Establishment has insufficient space to accommodate operations,"2200 ARTHUR KILL RD
STATEN ISLAND, NY 10309
(40.557287, -74.209185)"
Kings,06/14/2017,6 STAR DELI & GROCERY CORP,6 STAR DELI & GROCERY,1715 ST JOHNS PL,BROOKLYN,NY,11233,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","1715 ST JOHNS PL
BROOKLYN, NY 11233
(40.669987, -73.920016)"
Bronx,05/01/2017,SAL 845 INC,CONCOURSE GOURMET,845 CONCOURSE VILLAGE WEST,BRONX,NY,10451,15G,"Packaging materials unclean, improperly stored or handled in an insanitary manner","845 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.825642, -73.921766)"
Bronx,05/01/2017,SAL 845 INC,CONCOURSE GOURMET,845 CONCOURSE VILLAGE WEST,BRONX,NY,10451,12B,"Food or ingredient storage containers are not clean, covered or properly identified","845 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.825642, -73.921766)"
Nassau,06/12/2017,JMH DELI INC,JHM DELI,884 W BEACH ST,LONG BEACH,NY,11561,09G,Sanitizing test devices not in use where required,"884 W BEACH ST
LONG BEACH, NY 11561
(40.586024, -73.691277)"
New York,05/08/2017,139 BWAY FOOD MARKET CORP,139 BWAY FOOD MARKET,3425 BROADWAY,NEW YORK,NY,10031,14C,Evidence of pets or other domestic animals in establishment,"3425 BROADWAY
NEW YORK, NY 10031
(40.822879, -73.953172)"
Fulton,05/22/2017,JAN TRADING INC,JAN SMOKES & DELI,142 W FULTONST,GLOVERSVILLE,NY,12078,15F,Storage cabinets or shelves are not clean or in good repair,"142 W FULTONST
GLOVERSVILLE, NY 12078
(43.050957, -74.351873)"
Richmond,06/13/2017,FAMILY FRUIT 2 INC,FAMILY FRUIT,2200 ARTHUR KILL RD,STATEN ISLAND,NY,10309,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","2200 ARTHUR KILL RD
STATEN ISLAND, NY 10309
(40.557287, -74.209185)"
Rensselaer,06/21/2017,MYANMAR ASIAN INC,CAPITAL VIEW DELI,1100 BROADWAY,RENSSELAER,NY,12144,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","1100 BROADWAY
RENSSELAER, NY 12144
(42.649769, -73.737903)"
Chautauqua,05/04/2017,DRB FARM TO MARKET FOODS INC,FARM FRESH FOODS,703 WEST THIRD ST,JAMESTOWN,NY,14701,15A,"Food contact equipment, utensils or conveyances: contact surfaces unclean or not properly sanitized","703 WEST THIRD ST
JAMESTOWN, NY 14701
(42.094131, -79.254795)"
Nassau,06/20/2017,HAMILTON GROCERY INC,DELI PLUS,618 FULTON AVE,HEMPSTEAD,NY,11550,10B,Establishment has insufficient space to accommodate operations,"618 FULTON AVE
HEMPSTEAD, NY 11550
(40.711608, -73.610549)"
New York,06/08/2017,SHINOLA DELI GROCERY CORP,SHINOLA DELI GROCERY,1979 7TH AVE,NEW YORK,NY,10026,09A,Handwashing facilities improperly installed or maintained,"1979 7TH AVE
NEW YORK, NY 10026
(40.805073, -73.951069)"
Kings,07/06/2017,REMSEN MEAT & PRODUCE CORP,FOOD UNIVERSE,405 REMSEN AVE,BROOKLYN,NY,11212,16D,Morgue area or bottle return area improperly maintained,"405 REMSEN AVE
BROOKLYN, NY 11212
(40.6558, -73.923316)"
New York,03/24/2017,MIA DELI GROCERY CORP,MIA DELI GROCERY,2085 LEXINGTON AVE,NEW YORK,NY,10035,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","2085 LEXINGTON AVE
NEW YORK, NY 10035
(40.804885, -73.937051)"
Kings,06/09/2017,200 JAMAICA FOOD CORP,200 JAMAICA FOOD,200 JAMAICA AVE,BROOKLYN,NY,11207,15D,Thermometers not provided where required,"200 JAMAICA AVE
BROOKLYN, NY 11207
(40.680384, -73.892713)"
New York,05/15/2017,LUCKY CORNER DELI & PRODUCE INC,LUCKY CORNER DELI & PRO,2137 2ND AVE,NEW YORK,NY,10029,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","2137 2ND AVE
NEW YORK, NY 10029
(40.793054, -73.940665)"
Queens,05/25/2017,GEORGES DELI INC,GEORGES DELI,36-19 28TH AVE,ASTORIA,NY,11103,09C,"Toilet facilities improperly installed, equipped or maintained","36 19 28TH AVE
ASTORIA, NY 11103
(40.773172, -73.931972)"
New York,05/09/2017,FOREVER SEEN SEVEN CORP,EDIBLE ARRANGEMENTS,62 W 38TH ST,NEW YORK,NY,10018,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","62 W 38TH ST
NEW YORK, NY 10018
(40.752014, -73.985175)"
Kings,05/23/2017,519 GOURMET DELI & GRILL INC NO 5,519 GOURMET DELI & GRIL,519 UTICA AVE,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","519 UTICA AVE
BROOKLYN, NY 11203
(40.660807, -73.931356)"
New York,05/25/2017,LOS ALAMOS MEAT & PRODUCE INC,LOS ALAMOS MEAT & PRODU,235 E 106TH ST,NEW YORK,NY,10029,12A,"Food not stored, conveyed or displayed in a manner that prevents contamination including marginal temperature deficiencies","235 E 106TH ST
NEW YORK, NY 10029
(40.791082, -73.943528)"
Kings,04/14/2017,EL DUENDE GROCERY CORP,EL DUENDE GROCERY,1053 ROGERS AVE,BROOKLYN,NY,11226,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","1053 ROGERS AVE
BROOKLYN, NY 11226
(40.644396, -73.951792)"
New York,06/01/2017,LAI LAI MINI MART & DISCOUNT INC,LAI LAI MINI MART & DIS,4520 BROADWAY,NEW YORK,NY,10040,09C,"Toilet facilities improperly installed, equipped or maintained","4520 BROADWAY
NEW YORK, NY 10040
(40.858478, -73.931714)"
Nassau,06/06/2017,GUY LOMBARDO FOOD CENTER NY INC,GUY LOMBARDO FOOD CENTE,305 GUY LOMBARDO AVE,FREEPORT,NY,11520,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","305 GUY LOMBARDO AVE
FREEPORT, NY 11520
(40.646424, -73.583197)"
Nassau,06/12/2017,CHARMY CREATIONS INC,SUPER CONVENIENCE STORE,129 POST AVE,WESTBURY,NY,11590,09C,"Toilet facilities improperly installed, equipped or maintained","129 POST AVE
WESTBURY, NY 11590
(40.75323, -73.587825)"
Richmond,05/04/2017,S&T FOOD LLC,DYNASTY CONVENIENCE STO,1190 BAY ST,STATEN ISLAND,NY,10305,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","1190 BAY ST
STATEN ISLAND, NY 10305
(40.614266, -74.066265)"
Niagara,06/28/2017,"PAVLOCK, ANTHONY",CHAPMANS MARKET,9202 RIDGE RD,MIDDLEPORT,NY,14105,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","9202 RIDGE RD
MIDDLEPORT, NY 14105
(43.245163, -78.518246)"
Kings,07/06/2017,SHURMA - 1 CORP,SHURMA FOOD MARKET,1168 FULTON ST,BROOKLYN,NY,11216,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","1168 FULTON ST
BROOKLYN, NY 11216
(40.680831, -73.954295)"
Kings,06/14/2017,6 STAR DELI & GROCERY CORP,6 STAR DELI & GROCERY,1715 ST JOHNS PL,BROOKLYN,NY,11233,10A,Exterior of unsuitable construction or not in good physical repair,"1715 ST JOHNS PL
BROOKLYN, NY 11233
(40.669987, -73.920016)"
Kings,05/23/2017,519 GOURMET DELI & GRILL INC NO 5,519 GOURMET DELI & GRIL,519 UTICA AVE,BROOKLYN,NY,11203,11B," Not wearing clean outer garments, effective hair restraints or secure jewelry","519 UTICA AVE
BROOKLYN, NY 11203
(40.660807, -73.931356)"
Richmond,05/04/2017,S&T FOOD LLC,DYNASTY CONVENIENCE STO,1190 BAY ST,STATEN ISLAND,NY,10305,09F,"Cleaning or sanitizing equipment, materials or agents are not available, suitable or properly stored","1190 BAY ST
STATEN ISLAND, NY 10305
(40.614266, -74.066265)"
Bronx,06/29/2017,EMPIRE DELI LLC,EMPIRE DELI,200 EAST 170TH ST,BRONX,NY,10456,10A,Exterior of unsuitable construction or not in good physical repair,"200 EAST 170TH ST
BRONX, NY 10456
(40.838563, -73.913641)"
Bronx,06/12/2017,LUCKY BROTHERS DELI & GROCERY COR,LUCKY BROTHERS DELI & G,706 FAILE ST,BRONX,NY,10474,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","706 FAILE ST
BRONX, NY 10474
(40.814615, -73.886518)"
New York,03/24/2017,MIA DELI GROCERY CORP,MIA DELI GROCERY,2085 LEXINGTON AVE,NEW YORK,NY,10035,15E,Unused equipment or materials improperly stored or in an unclean condition,"2085 LEXINGTON AVE
NEW YORK, NY 10035
(40.804885, -73.937051)"
New York,03/16/2017,EL FUTURO DELI CORP,EL FUTURO DELI,2375-79 2ND AVE,NEW YORK,NY,10035,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","2375 79 2ND AVE
NEW YORK, NY 10035
(40.800674, -73.935088)"
Bronx,04/26/2017,MARIA DELI DISCOUNT LLC,MARIA DELI DISCOUNT,2333 WESTCHESTER AVE,BRONX,NY,10462,10B,Establishment has insufficient space to accommodate operations,"2333 WESTCHESTER AVE
BRONX, NY 10462
(40.836116, -73.847489)"
New York,05/11/2017,TSL NEW YORK LLC,THE SWEET LIFE,63 HESTER ST,NEW YORK,NY,10002,10C,"Interior floors, walls, ceilings or fixtures are not of suitable construction, clean or well maintained","63 HESTER ST
NEW YORK, NY 10002
(40.715791, -73.990554)"
Kings,07/06/2017,REMSEN MEAT & PRODUCE CORP,FOOD UNIVERSE,405 REMSEN AVE,BROOKLYN,NY,11212,01C,Foods or ingredients from unapproved source,"405 REMSEN AVE
BROOKLYN, NY 11212
(40.6558, -73.923316)"
New York,06/08/2017,SHINOLA DELI GROCERY CORP,SHINOLA DELI GROCERY,1979 7TH AVE,NEW YORK,NY,10026,04F,"Insect, rodent, bird or vermin activity likely to result in product contamination","1979 7TH AVE
NEW YORK, NY 10026
(40.805073, -73.951069)"
New York,04/12/2017,EL PRINCIPE GROCERY CORP,EL PRINCIPE GROCERY,1282 ST NICHOLAS AVE,NEW YORK,NY,10033,10D,"Refuse containers not clean, covered, in good repair or removed at sufficient intervals","1282 ST NICHOLAS AVE
NEW YORK, NY 10033
(40.845038, -73.936861)"
Rockland,05/10/2017,JC DELI INC,JC DELI,72 MAIN ST,HAVERSTRAW,NY,10927,10B,Establishment has insufficient space to accommodate operations,"72 MAIN ST
HAVERSTRAW, NY 10927
(41.196471, -73.961598)"
Bronx,05/09/2017,GREEN OLIVES FAST MART INC,GREEN OLIVES FAST MART,716B MORRIS PARK AVE,BRONX,NY,10462,15C,"Food equipment improperly designed, constructed or maintained","716B MORRIS PARK AVE
BRONX, NY 10462
(40.845383, -73.865351)"
Kings,06/21/2017,KHALED K AHMED,MACON DELI,167 RALPH AVENUE,BROOKLYN,NY,11233,09A,Handwashing facilities improperly installed or maintained,"167 RALPH AVENUE
BROOKLYN, NY 11233
(40.684154, -73.922961)"
New York,03/16/2017,ABDUR SAMI DELI GRO&HALAL MT INC,ABDUR SAMI DELI GRO&HAL,2262 2ND AVE,NEW YORK,NY,10035,11A,"Not maintaining a high degree of cleanliness or taking precautions to prevent contamination of foods from perspiration, cosmetics, chemicals or medicants, etc.","2262 2ND AVE
NEW YORK, NY 10035
(40.797219, -73.937618)"
